4.177284	-14.501368	-1.529739	0.663302	-2.281851	-5.812077
-17.193412	1.687863	-2.138873	-3.682609	-4.419067	2.044912
5.847817	14.143552	-11.083820	-3.678439	2.481375	4.394790
-6.101757	-10.131587	-9.613554	-4.517594	2.655345	-3.421464
6.286923	-6.198589	3.307683	1.923454	-1.918237	5.650160
-17.619253	-5.110056	0.986419	-0.290840	-0.081241	6.267452
7.994131	11.138219	-5.606726	-3.034751	4.778337	2.479205
5.061893	20.438156	0.950000	0.452243	1.642686	4.586938
16.354239	1.708047	-7.339687	-0.180605	-4.642128	-4.010597
12.873674	2.028078	-7.919995	0.613308	-5.136187	-3.525508
-2.092065	-10.982156	-14.708739	-4.440752	0.142375	-4.411993
1.110915	3.395299	-20.299999	0.005492	0.317514	-4.294306
-6.953715	1.136093	-10.310288	-5.839919	0.305026	-2.129446
3.723033	5.060460	-12.427478	3.629739	4.737813	-1.924703
-7.770804	6.850972	-6.070767	2.718847	4.500740	-3.254577
3.073452	-4.058440	-20.208775	1.931359	-2.579293	-2.842331
8.303742	3.872131	3.160682	2.380610	1.115848	5.687342
-5.103296	17.263384	1.007140	-0.107653	0.356470	6.261404
-10.092102	7.974162	-3.506973	-5.666814	-1.600870	-0.080093
16.253378	3.983077	-9.678733	0.579490	-4.191816	-4.598446
7.318499	7.298297	-16.297589	-3.016598	3.854696	-2.260163
-5.439073	-3.628860	-15.421233	-3.824133	3.677275	-3.335366
4.014340	6.743085	3.814984	1.313936	2.222337	5.640387
10.485063	-6.894684	-5.966322	4.481943	3.589434	2.408409
1.173066	-11.248047	-6.832749	-5.319086	-0.789220	-3.161693
16.651768	11.822695	0.950000	1.037976	0.692159	5.082137
-11.085757	-2.949701	-6.809233	-0.059296	-5.824591	2.155275
-4.557162	6.197729	-8.863611	-3.582740	4.367558	-2.642879
4.226979	-4.302544	-15.643871	5.627092	1.734361	1.262477
8.691233	-12.187810	1.341681	0.622674	-0.875145	6.170005
16.281584	-15.321840	0.950000	1.950709	-1.839330	3.510019
-2.019805	0.137499	0.626763	5.407529	-0.368118	1.572555
15.761423	3.392482	-8.106590	0.738174	4.932939	3.782488
-17.928287	4.381517	-1.853812	2.042208	3.061341	-4.971839
9.465410	-15.303142	-13.586222	0.019064	-3.182500	-3.109085
-10.024387	1.535879	-14.066647	-0.644845	-4.887766	3.737620
13.866751	-12.835373	0.954005	0.141373	-0.130111	6.276904
2.114123	19.198951	-3.418708	-2.989911	3.683110	1.657548
-19.285896	8.043093	-0.518137	1.862810	1.758634	-5.566371
1.630225	19.724475	-4.300951	-2.447748	3.631188	0.595889
-12.405007	-4.636810	-9.886924	0.934747	-5.106985	3.484259
1.214837	-10.782520	-6.999600	-5.286043	-1.035814	-3.127058
-6.159154	14.348210	-1.330185	-0.780851	1.953591	-5.917224
2.179716	22.481737	0.950000	0.306845	2.834167	3.312936
-12.821808	13.790376	-5.412268	3.586856	1.922338	-4.408454
-2.836725	-12.411598	-13.128553	4.362257	-1.250461	4.306855
-6.290711	7.837384	-14.689311	-3.556963	-3.135414	3.929772
-8.375432	11.302365	-14.783893	2.567570	2.547671	-5.097105
4.494321	-2.821784	-16.033992	5.409598	-2.855848	-1.280976
11.841087	1.490660	-7.284393	0.618336	-5.342934	-3.215997
-2.048914	3.583031	4.905000	0.199857	-0.118347	5.637861
-6.528383	-4.178074	-12.935399	2.673175	-4.872411	2.554319
-2.992721	12.970691	-2.449397	-1.042963	3.187982	-5.268680
13.140206	-15.120767	-5.255146	-1.429612	-2.152924	-4.639051
-8.520357	12.834329	-13.542601	-3.074869	-1.958991	5.105045
-3.712936	13.438334	1.523954	-0.366468	1.295969	6.121756
-13.421010	6.772154	-9.791181	-3.218287	-3.554145	3.976064
10.574682	-1.039419	-15.678750	0.192871	-3.830756	-4.822425
-7.860418	3.241652	-8.263619	-4.996509	-2.661156	-0.432149
14.715641	-10.134931	-8.430309	4.179713	1.576320	3.438641
7.755684	-9.530997	-3.283606	-0.246032	-3.417850	-4.853120
-11.216153	17.832042	-0.274663	-1.905955	0.931023	-5.717317
-22.411977	-3.487830	0.950000	-2.881382	-0.451868	3.255571
12.918278	-14.924139	-0.411370	0.820912	-0.649863	-6.162008
-13.603609	-18.539079	0.487766	-2.854900	-3.961942	1.421968
1.115705	-2.210004	-20.299999	-0.768911	1.517877	-5.291804
18.762088	1.807495	-7.392977	3.785176	2.720409	1.302927
4.034579	-16.614184	-9.714334	-4.116852	-0.526528	-4.681351
-7.285559	-9.497801	2.073171	-1.149940	-1.485893	5.975397
-4.431263	-16.737509	1.048812	-0.133988	-0.496076	6.249248
19.582699	0.066641	-6.031401	4.074902	2.350198	0.575782
-4.455621	-7.124268	-9.556174	-5.211438	1.795362	-2.835952
-9.196999	-14.990911	-0.763210	-0.704234	-1.143381	-6.135390
19.715230	-11.823136	0.000000	0.615785	-0.380673	-5.718170
6.740611	4.799622	-7.669717	4.176394	3.464310	-3.038425
3.903966	-5.346966	-11.740286	4.953409	-2.984930	-0.957262
5.241600	6.409074	-8.014628	4.646846	1.549971	-3.239193
14.136465	-12.783812	-6.652364	4.580982	-0.736538	1.243278
-3.467379	10.090751	-8.511837	-5.713396	-0.817552	2.365469
-11.862867	14.634450	-0.541205	-1.400183	0.808701	-5.998884
-0.640900	16.461283	1.098774	-0.024484	0.682297	6.234689
15.811557	7.242920	-11.869175	1.157653	3.351150	3.084202
6.473401	18.308014	-0.746126	2.236540	-1.919444	-5.386104
17.587435	13.645499	-0.090007	0.665877	0.446635	-6.224996
5.504730	-13.888931	-11.559087	-3.905621	-1.493407	-4.626509
14.410590	11.003654	-2.042654	-0.156060	5.525112	2.347425
-10.868721	6.071658	-7.747650	-3.782895	-4.123450	2.774703
-19.143108	-10.437107	0.950000	-1.983577	-1.091895	3.949642
-3.630620	-20.321527	0.950000	-0.207465	-1.391127	4.917161
15.179086	-7.395076	-10.464366	2.780575	3.188717	4.600145
5.024139	-3.315061	4.868517	1.410489	-0.930315	5.792181
2.218988	-18.029267	-8.113214	-2.568417	-2.028378	-3.479066
3.135358	-9.978901	-7.562695	5.916449	0.112727	1.790523
0.971208	-8.557983	-7.681857	-3.290633	-3.575940	-3.273216
-16.528379	-10.361023	-2.408849	-1.069494	2.486930	-5.114190
21.940315	-6.860844	0.074367	5.611465	-1.718302	1.345401
-5.011940	9.047666	-11.936946	-4.892318	-2.220708	3.178702
-13.043900	-3.665132	-8.273756	0.117585	-5.371519	3.184250
-1.809369	-7.361062	-9.108089	-0.248551	-5.740361	-2.286524
17.214859	11.727113	-3.498270	1.404079	-1.678975	-5.137527
18.600944	9.598718	-1.676060	0.395592	-2.472619	-5.359338
-10.148082	5.162002	-8.290061	-3.503140	-4.444086	2.624626
-1.822493	17.908477	-0.676149	-0.223578	1.213637	-6.160240
-4.147862	-16.155276	1.086914	-0.164145	-0.621782	6.238130
-4.366770	-2.626708	-19.808577	-5.000865	-3.047674	-0.378633
6.004986	13.439053	-11.453465	3.871023	-1.819135	-4.551744
-17.305584	12.644602	-0.198577	-0.634967	0.463687	-6.233303
-5.563624	-10.091569	2.210310	-0.967970	-1.750932	5.938815
-2.477984	8.924191	-10.114752	5.123997	1.981701	-2.976122
1.319529	10.248198	2.646153	0.311750	2.294612	5.823654
13.659908	13.363357	0.950000	0.199696	0.180418	6.176483
1.845346	7.189539	-9.581444	-0.522197	5.690113	-1.745950
0.051180	2.021652	-10.904735	-0.137021	-5.412474	-0.605886
15.345854	-5.545056	-11.859439	2.545943	2.660273	3.888820
4.208475	-13.466875	-1.981683	0.876826	-2.762912	-5.569070
15.124983	-15.151252	-0.199866	0.557745	-0.545130	-6.234082
21.223978	-0.283139	0.950000	1.838147	-0.006362	4.447778
6.568065	-2.905828	-12.266010	-0.889408	-5.431614	-2.849065
-10.769670	-9.127452	-3.422797	-2.848967	3.714228	-4.080575
1.824454	8.010432	-14.715853	5.124909	-0.255475	-3.566857
17.462176	13.224530	0.950000	1.854386	1.409109	3.875101
11.853107	5.133883	-10.751350	-1.350703	4.823477	3.737632
-10.938313	-13.097046	-0.887313	-0.961858	-1.366242	-6.026921
0.702835	1.908922	-17.911955	-1.881666	-5.110669	-1.929636
-0.433302	-3.550546	4.905000	0.093659	0.776368	5.588245
18.658051	11.056084	-2.297184	0.697313	4.245477	3.002317
-17.718192	10.791179	0.950000	-1.287889	0.754715	4.827130
-20.689745	6.818886	-1.852496	0.729103	2.037682	-4.580120
-0.155287	-2.021652	-5.357071	0.415741	5.412474	0.442136
-3.441743	-5.928835	4.391292	-1.040327	-1.818155	5.723942
6.543977	-21.569618	-0.047456	-0.289857	-0.612955	-6.212216
-13.341521	5.626812	-11.710435	1.619447	3.905306	-4.574453
5.072998	-0.384399	-19.655359	3.912748	-0.300863	-2.296939
1.694716	1.103620	-1.874446	-4.537183	-2.954670	1.100047
-8.194634	-11.330414	-2.069857	-1.378060	-2.847880	-5.346844
7.148948	20.049439	0.950000	0.636477	1.775863	4.379551
1.934766	0.599579	-6.313291	-5.179861	-1.605226	0.261494
14.237853	13.763243	-5.747633	1.327140	4.323073	0.193472
-12.482347	-4.322752	-9.396755	0.691930	-5.271281	3.303900
-11.349558	-14.433914	-8.001614	-3.002587	0.459851	-3.421924
6.966456	-14.937667	1.098122	0.291673	-0.615301	6.234859
6.133501	9.924293	-9.373732	4.523953	-2.721420	-3.358633
